,position,title,link,displayed_link,date,snippet,snippet_highlighted_words,sitelinks,about_this_result,about_page_link,cached_page_link,related_pages_link,rich_snippet,query,lang,country,termid,related_results,related_questions,thumbnail,images
2,3,Malnutrición | Lab Tests Online-ES,https://labtestsonline.es/conditions/malnutricion,https://labtestsonline.es › conditions › malnutricion,2 mar 2022,La malnutrición significa esencialmente que hay una nutrición deficitaria o defectuosa y se trata de un desequilibrio entre la cantidad de ...,['malnutrición'],,,,,,,Malnutrición,es,ES,53,,,,
3,4,¿Cuál es la diferencia entre malnutrición y desnutrición?,https://www.accioncontraelhambre.org/es/diferencia-malnutricion-desnutricion,https://www.accioncontraelhambre.org › diferencia-mal...,,"La malnutrición se refiere a una alimentación desequilibrada, ya sea por exceso o por la escasez de diversos componentes o nutrientes que el organismo necesita, ...",['malnutrición'],,,,,,,Malnutrición,es,ES,53,,,,
4,5,MALNUTRICIÓN - Sociedad Española de Geriatría y ...,https://www.segg.es/download.asp?file=/tratadogeriatria/PDF/S35-05%2022_II.pdf,https://www.segg.es › download › PDF,16 páginas,presenta malnutrición; de ellos el 70% son ancianos. Causas de malnutrición. La etiología de la malnutrición en el anciano es com- pleja y depende de la ...,"['malnutrición', 'malnutrición', 'malnutrición']",,,,,,,Malnutrición,es,ES,53,,,,
5,6,Cómo identificar la malnutrición en los mayores - Sanitas,https://www.sanitas.es/sanitas/seguros/es/particulares/biblioteca-de-salud/tercera-edad/alimentacion/signos-malnutricion.html,https://www.sanitas.es › ... › Tercera edad › Alimentación,,"Las personas mayores son el grupo de población de los países desarrollados con mayor riesgo de sufrir malnutrición o desnutrición, especialmente cuando se ...",['malnutrición'],,,,,,,Malnutrición,es,ES,53,,,,
6,7,¿QUÉ ES MALNUTRICIÓN? EFECTOS EN LA SALUD ...,http://www.fao.org/3/as603s/as603s.pdf,http://www.fao.org › ...,2 páginas,"La malnutrición se define como una condición fisiológica anormal causada por un consumo insuficiente, desequilibrado o excesivo de los macronutrientes que ...",['malnutrición'],,,,,,,Malnutrición,es,ES,53,,,,
7,8,Malnutrición y desnutrición: sus diferencias | Ayuda en Acción,https://ayudaenaccion.org/blog/derechos-humanos/diferencias-malnutricion-y-desnutricion/,https://ayudaenaccion.org › blog › derechos-humanos,12 ago 2019,"Según la Organización Mundial de la Salud (OMS), la palabra malnutrición se refiere a las carencias, los excesos y los desequilibrios de la ...",['malnutrición'],,,,,,,Malnutrición,es,ES,53,,,,
8,9,La malnutrición; problema de salud pública de escala mundial,http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-48182020000100237,http://scielo.sld.cu › scielo,,"La malnutrición, la carencia de vitamina A, los trastornos por carencia de yodo y las anemias nutricionales son los problemas nutricionales más serios y de ...",['malnutrición'],,,,,,"{'top': {'extensions': ['de Z Fonseca González', '2020 —'], 'detected_extensions': {'unknown': 2020}}}",Malnutrición,es,ES,53,,,,
0,1,Aecosan - Aesan - Agencia Española de Seguridad ...,https://www.aesan.gob.es/AECOSAN/web/subhomes/seguridad_alimentaria/aecosan_seguridad_alimentaria.htm,https://www.aesan.gob.es › web › seguridad_alimentaria,,Seguridad Alimentaria. Protegemos tu salud ofreciendo garantías e información objetiva a los consumidores y agentes económicos del sector agroalimentario.,['Seguridad Alimentaria'],"{'inline': [{'title': 'Límites máximos', 'link': 'https://www.aesan.gob.es/AECOSAN/web/seguridad_alimentaria/subseccion/limites_maximos_BD.htm'}, {'title': 'Todas las Alertas Alimentarias', 'link': 'https://www.aesan.gob.es/AECOSAN/web/seguridad_alimentaria/alertas_alimentarias/listado/aecosan_listado_alertas_alimentarias.htm'}, {'title': 'Gestión de Riesgos', 'link': 'https://www.aesan.gob.es/AECOSAN/web/seguridad_alimentaria/seccion/gestion_riesgos.htm'}]}",,,,,,Seguridad alimentaria,es,ES,54,,,,
1,2,Qué es la Seguridad Alimentaria y su importancia - Iberdrola,https://www.iberdrola.com/compromiso-social/que-es-seguridad-alimentaria,https://www.iberdrola.com › compromiso-social › que-...,,"La utilización biológica de los alimentos, que vincula estado nutricional y estado de salud, proporciona la definición aceptada de inseguridad alimentaria, es ...",['inseguridad alimentaria'],,,,,,,Seguridad alimentaria,es,ES,54,,,,
2,3,"Seguridad alimentaria - Wikipedia, la enciclopedia libre",https://es.wikipedia.org/wiki/Seguridad_alimentaria,https://es.wikipedia.org › wiki › Seguridad_alimentaria,,"La seguridad alimentaria hace referencia a la disponibilidad suficiente y estable de alimentos, su acceso oportuno y su aprovechamiento biológico, de manera ...",['seguridad alimentaria'],"{'inline': [{'title': 'Importancia', 'link': 'https://es.wikipedia.org/wiki/Seguridad_alimentaria#Importancia'}, {'title': 'Causas de la inseguridad...', 'link': 'https://es.wikipedia.org/wiki/Seguridad_alimentaria#Causas_de_la_inseguridad_alimentaria'}, {'title': 'Problemas de gobernanza', 'link': 'https://es.wikipedia.org/wiki/Seguridad_alimentaria#Problemas_de_gobernanza'}]}",,,,,,Seguridad alimentaria,es,ES,54,,,,
3,4,¿Qué Es La Seguridad Alimentaria? Te Lo Contamos | CEMP,https://cemp.es/noticias/que-es-la-seguridad-alimentaria-conoce-la-definicion/,https://cemp.es › Noticias › Sin categoría,,"De una forma muy sencilla, podemos decir que la seguridad alimentaria es aquella situación en la que todas las personas tienen acceso a alimentos suficientes, ...",['seguridad alimentaria'],,,,,,,Seguridad alimentaria,es,ES,54,,,,
4,5,¿Qué es la seguridad alimentaria? | Ayuda en Acción,https://ayudaenaccion.org/blog/sostenibilidad/que-es-la-seguridad-alimentaria/,https://ayudaenaccion.org › blog › sostenibilidad › que-...,2 sept 2019,"¿Qué es la seguridad alimentaria? · Tener comida disponible · Que haya un modo de conseguirla (por ejemplo, dinero para comprar alimentos) · Que ...",['seguridad alimentaria'],,,,,,,Seguridad alimentaria,es,ES,54,,,,
5,6,Todos nuestros cursos en seguridad alimentaria - AENOR,https://www.aenor.com/formacion/calidad-y-seguridad-alimentaria,https://www.aenor.com › formacion › calidad-y-segurid...,,Quieres seguir formándote y aprender a garantizar la calidad en el sector alimentario? ¡Descubre los cursos en seguridad alimentaria AENOR!,['seguridad alimentaria'],,,,,,,Seguridad alimentaria,es,ES,54,,,,
6,7,Ofertas de trabajo de Seguridad alimentaria - InfoJobs,https://www.infojobs.net/ofertas-trabajo/seguridad-alimentaria,https://www.infojobs.net › ofertas-trabajo › seguridad-a...,,274 ofertas de empleo de seguridad alimentaria en el portal de empleo donde nacen las oportunidades laborales. ¡Encuentra la tuya!,['seguridad alimentaria'],,,,,,,Seguridad alimentaria,es,ES,54,,,,
7,8,Una introducción a los conceptos básicos de la seguridad ...,http://www.fao.org/3/al936s/al936s00.pdf,http://www.fao.org › ...,4 páginas,"La seguridad alimentaria existe cuando todas las personas tienen, en todo momento, acceso físico, social y económico a alimentos suficientes,.",['seguridad alimentaria'],,,,,,,Seguridad alimentaria,es,ES,54,,,,
0,1,"Caloría - Wikipedia, la enciclopedia libre",https://es.wikipedia.org/wiki/Calor%C3%ADa,https://es.wikipedia.org › wiki › Caloría,,"​​ La gran caloría, caloría alimentaria o kilocaloría ( Cal, Caloría o kcal ), más utilizada en nutrición,​ es la cantidad de calor necesaria para provocar el ...","['caloría', 'caloría', 'Caloría']",,,,,,,Caloría,es,ES,56,,,,
1,2,Aprendamos sobre las calorías (para Niños ) - Kids Health,https://kidshealth.org/es/kids/calorie.html,https://kidshealth.org › kids › calorie,,"Cuando la gente habla de las calorías en la comida, ¿a qué se refiere? Una caloría es una unidad de medida, pero esta no mide peso ni longitud.","['calorías', 'caloría']",,,,,,,Caloría,es,ES,56,,,,
2,3,¿Qué Cantidad de Calorías es Necesaria? - CuidatePlus,https://cuidateplus.marca.com/alimentacion/diccionario/calorias.html,https://cuidateplus.marca.com › diccionario › calorias,3 feb 2021,Las calorías son la cantidad de calor necesaria para elevar la temperatura de un gramo de agua pura un grado centígrado a una presión de una ...,['calorías'],,,,,,,Caloría,es,ES,56,,,,
3,4,¿Qué es una caloría? - Bien Comer,https://www.biencomer.com.mx/dudas-frecuentes/2017/6/27/qu-es-una-calora,https://www.biencomer.com.mx › qu-es-una-calora,4 nov 2017,Una caloría es la cantidad de energía necesaria para elevar la temperatura de 1 gramo de agua hasta 1ºC. · Una kilocaloría es la cantidad de ...,['caloría'],,,,,,,Caloría,es,ES,56,,,,
4,5,Calculador de calorías - IMSS,http://www.imss.gob.mx/salud-en-linea/apps-sano/calculadora-calorias,http://www.imss.gob.mx › calculadora-calorias,,Ingresa tus datos para obtener un estimado de las calorías que tu cuerpo necesita para mantener un peso ideal.,['calorías'],,,,,,"{'bottom': {'detected_extensions': {'huevos_kcal': 2, 'total_kcal': 179, 'jitomate_kcal': 1, 'cebolla_kcal': 1}, 'extensions': ['2 huevos: 140 kcal', 'Total: 179 kcal', '1/2 jitomate: 23 kcal', '1/4 cebolla: 12 kcal']}}",Caloría,es,ES,56,,,,
5,6,"Tabla calórica de alimentos: frutas, verduras y más (pdf incluído)",https://www.foodspring.es/magazine/tabla-calorica,https://www.foodspring.es › magazine › tabla-calorica,9 mar 2022,"Tabla de calorías ▷ Valor calórico de frutas, verduras y más | Además explicamos qué son las calorías y alguos aspectos que deberías tener ...","['calorías', 'calorías']",,,,,,,Caloría,es,ES,56,,,,
6,7,Qué son las calorías | Cuántas calorías debo consumir al día,https://quaker.lat/pe/articulos/calorias-en-los-alimentos-cuantas-calorias-debo-consumir-al-dia/,https://quaker.lat › Home › Nutrición y Salud,,"Las calorías miden la energía que nos proporciona un alimento o una bebida a partir de los carbohidratos, las grasas, las proteínas y el alcohol que ...",['calorías'],,,,,,"{'bottom': {'extensions': ['Moderada: Personas que practican actividades ...', 'Alta: Personas que diariamente andan largas ...', 'Ligera: Personas que pasan varias horas al día ...']}}",Caloría,es,ES,56,,,,
7,8,Hablar de calorías: tan absurdo como anticuado,https://elcomidista.elpais.com/elcomidista/2021/03/04/articulo/1614847626_952592.html,https://elcomidista.elpais.com › 2021/03/04 › articulo,16 mar 2021,"En él, un hombre hacía gala de un extraordinario don: calcular ipso facto el número exacto de calorías que tenía aquello que se le ponía delante ...",['calorías'],,,,,,,Caloría,es,ES,56,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjdsrlirO9s9T6TWOfvuI5JE3SZXfblPI2g5FP9M0e63oPA3UiaCr0&usqp=CAE&s,
8,9,Caloría - Quimipedia,https://www.vadequimica.com/quimipedia/c/caloria/,https://www.vadequimica.com › quimipedia › caloria,,Cantidad de calor necesaria para elevar la temperatura de un gramo de agua pura en un grado centígrado a presion atmosférica.,,,,,,,,Caloría,es,ES,56,,,,
0,1,La importancia de las energías renovables | ACCIONA,https://www.acciona.com/es/energias-renovables/,https://www.acciona.com › energias-renovables,,¿QUÉ TIPOS DE ENERGÍAS RENOVABLES EXISTEN? · Energía eólica: la energía que se obtiene del viento · Energía solar: la energía que se obtiene del sol. · Energía ...,['ENERGÍAS RENOVABLES'],"{'inline': [{'title': 'Conoce lo que hacemos', 'link': 'https://www.acciona.com/es/soluciones/energia/'}, {'title': 'Energía solar', 'link': 'https://www.acciona.com/es/energias-renovables/energia-solar/'}, {'title': 'Energía solar fotovoltaica', 'link': 'https://www.acciona.com/es/energias-renovables/energia-solar/fotovoltaica/'}, {'title': 'Cookies', 'link': 'https://www.acciona.com/es/cookies/'}]}",,,,,,Energía renovable,es,ES,58,,,https://serpapi.com/searches/627cffb45fc493a2daa7eaba/images/a4c2e5c5c921722c9b1a86cf3b1460fe0ef946198b4cb76e259ff4a57289bafb.jpeg,
1,2,"Energías Renovables, el periodismo de las energías limpias.",https://www.energias-renovables.com/,https://www.energias-renovables.com,,"Energías Renovables, el periodismo de las energías limpias.",['Energías Renovables'],"{'inline': [{'title': 'Eólica', 'link': 'https://www.energias-renovables.com/eolica'}, {'title': 'Panorama', 'link': 'https://www.energias-renovables.com/panorama'}, {'title': 'Fotovoltaica', 'link': 'https://www.energias-renovables.com/fotovoltaica'}, {'title': 'Bioenergía', 'link': 'https://www.energias-renovables.com/bioenergia'}]}",,,,,,Energía renovable,es,ES,58,,,https://serpapi.com/searches/627cffb45fc493a2daa7eaba/images/a4c2e5c5c921722c9b1a86cf3b1460fe860088abfa5761f85db37ee9603f126b.jpeg,
2,3,"Energía renovable - Wikipedia, la enciclopedia libre",https://es.wikipedia.org/wiki/Energ%C3%ADa_renovable,https://es.wikipedia.org › wiki › Energía_renovable,,"Se denomina energía renovable a la energía que se obtiene a partir de fuentes naturales virtualmente inagotables, ya sea por la inmensa cantidad de energía ...",['energía renovable'],"{'inline': [{'title': 'No renovables', 'link': 'https://es.wikipedia.org/wiki/Energ%C3%ADa_renovable#No_renovables'}, {'title': 'Renovables o verdes', 'link': 'https://es.wikipedia.org/wiki/Energ%C3%ADa_renovable#Renovables_o_verdes'}, {'title': 'Biomasa', 'link': 'https://es.wikipedia.org/wiki/Energ%C3%ADa_renovable#Biomasa'}, {'title': 'Impacto ambiental', 'link': 'https://es.wikipedia.org/wiki/Energ%C3%ADa_renovable#Impacto_ambiental'}]}",,,,,,Energía renovable,es,ES,58,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTMRv0nz3tJnzguNH8ygcmDiCXuwLBhrdf3G8BOaYiL425y4eFZAu1u&usqp=CAE&s,
3,4,Tipos de energías renovables - Factorenergia,https://www.factorenergia.com/es/blog/noticias/energias-renovables-caracteristicas-tipos-nuevos-retos/,https://www.factorenergia.com › blog › noticias › energ...,30 ago 2018,"Para empezar, vamos a definir qué son las energías renovables. Son aquellas fuentes de energía basadas en la utilización de recursos naturales: ...",['energías renovables'],,,,,,,Energía renovable,es,ES,58,,"[{'question': '¿Qué son las energías renovables?', 'snippet': 'Son aquellas fuentes de energía basadas en la utilización de recursos naturales inagotables: el sol, el viento, el agua o la biomasa vegetal o animal. Se caracterizan por no utilizar combustibles fósiles, sino recursos naturales capaces de renovarse ilimitadamente. Saber más sobre las energías renovables'}, {'question': '¿Qué características tienen las energías renovables?', 'snippet': 'Ayudan a potenciar el autoconsumoSon beneficiosas para el medio ambienteSon recursos naturales gratuitos e inagotablesPueden llegar a lugares aisladosSon un plus para lograr la independencia energética'}]",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTd2s62PzqaIIzvHh2_5KQNNOFtlfy6Z5_Y9-WNuyQMY5F_ySkrQ0ur&usqp=CAE&s,
4,5,¿Qué tipos de energías renovables existen y qué papel ...,https://www.bbva.com/es/sostenibilidad/que-tipos-de-energias-renovables-existen-y-que-papel-juegan/,https://www.bbva.com › sostenibilidad › que-tipos-de-e...,,Las energías renovables son aquellas que se obtienen de fuentes naturales y son inagotables o con capacidad de renovación. Estas energías se han convertido ...,['energías renovables'],,,,,,,Energía renovable,es,ES,58,"[{'position': 1, 'title': 'Qué son las energías renovables y por qué son importantes', 'link': 'https://www.bbva.com/es/sostenibilidad/que-son-las-energias-renovables-y-por-que-son-importantes/', 'displayed_link': 'https://www.bbva.com › sostenibilidad › que-son-las-en...', 'thumbnail': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRd-WgRaIuzr2xvlbpm9CcHNxHFEqUBJf5sJXSa0MCKzWZcelesLCGB&usqp=CAE&s', 'snippet': 'Este tipo de energía es el mayor regalo posible de la naturaleza. Una energía inagotable como las fuentes renovables de las que procede: sol, viento, agua, ...', 'snippet_highlighted_words': ['energía', 'energía', 'renovables']}]",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSnmMOxUHBmRVpSrjWibK4DpQzK3jNOVlIa-nk9wHWrMK0oswOCVSLa&usqp=CAE&s,
5,6,Energías renovables,https://energia.gob.es/desarrollo/EnergiaRenovable/Paginas/Renovables.aspx,https://energia.gob.es › EnergiaRenovable › Paginas,,Energías renovables · De generación eléctrica. Eólica; Hidroeléctrica (<10 a.3. solar termoeléctrica); Solar fotovoltaica · De aprovechamiento térmico. Solar ...,['Energías renovables'],,,,,,,Energía renovable,es,ES,58,,,,
6,7,Energías renovables: fuentes y tipos de energía - Enel Green ...,https://www.enelgreenpower.com/es/learning-hub/energias-renovables,https://www.enelgreenpower.com › energias-renovables,,"Producir energía renovable significa utilizar el sol, la fuerza del viento o del agua y el calor de la tierra, presentes en la naturaleza de manera abundante y ...",['energía renovable'],,,,,,,Energía renovable,es,ES,58,,,,
0,1,"Calentamiento global - Wikipedia, la enciclopedia libre",https://es.wikipedia.org/wiki/Calentamiento_global,https://es.wikipedia.org › wiki › Calentamiento_global,,El calentamiento global o calentamiento mundial es el aumento a largo plazo de la temperatura media del sistema climático de la Tierra.,['calentamiento global'],"{'inline': [{'title': 'Cambio climático', 'link': 'https://es.wikipedia.org/wiki/Cambio_clim%C3%A1tico'}, {'title': 'Efectos del calentamiento...', 'link': 'https://es.wikipedia.org/wiki/Efectos_del_calentamiento_global'}, {'title': 'Causas del calentamiento...', 'link': 'https://es.wikipedia.org/wiki/Causas_del_calentamiento_global'}]}",,,,,,Calentamiento global,es,ES,59,,,,
1,2,¿Qué es el calentamiento global? | National Geographic,https://www.nationalgeographic.es/medio-ambiente/que-es-el-calentamiento-global,https://www.nationalgeographic.es › medio-ambiente,,"Un aumento general de las temperaturas, fenómenos meteorológicos extremos, olas de calor e inundaciones, falta de cosechas, migrantes climáticos y un largo ...",,,,,,,,Calentamiento global,es,ES,59,,,,
2,3,¿Qué es el calentamiento global y cuáles son las causas?,https://www.bbva.com/es/sostenibilidad/que-es-el-calentamiento-global/,https://www.bbva.com › sostenibilidad › que-es-el-cale...,,"El calentamiento global resulta del aumento del efecto invernadero, un proceso en el que la radiación térmica emitida por la Tierra queda atrapada en la ...",['calentamiento global'],,,,,,"{'top': {'detected_extensions': {'mar': 1}, 'extensions': ['1 mar 2021', 'Subido por Alexandra Rojas Rodríguez']}}",Calentamiento global,es,ES,59,,,,
3,4,¿Qué es el Cambio Climático y cómo nos afecta? | ACCIONA,https://www.acciona.com/es/cambio-climatico/,https://www.acciona.com › cambio-climatico,,El cambio climático es un reto global que no tiene fronteras y que para combatirlo requiere del trabajo ... CAUSAS QUE PROVOCAN EL CALENTAMIENTO GLOBAL ...,['CALENTAMIENTO GLOBAL'],,,,,,,Calentamiento global,es,ES,59,,,,
4,5,"Calentamiento Global: Qué es, definición, causas ...",https://responsabilidadsocial.net/calentamiento-global-que-es-definicion-causas-consecuencias-y-combate/?amp,https://responsabilidadsocial.net › calentamiento-global-...,,"El calentamiento global consiste en el aumento de la temperatura de la tierra, mismo que se refleja en los océanos y la atmósfera principalmente causado por la ...",['calentamiento global'],,,,,,,Calentamiento global,es,ES,59,,,,
5,6,Hay un 50% de probabilidades de que el calentamiento ...,https://news.un.org/es/story/2022/05/1508392,https://news.un.org › story › 2022/05,hace 3 días,"Hay un 50% de probabilidades de que el calentamiento global supere los 1,5ºC en los próximos cinco años. Los incendios forestales que asolan ...",['calentamiento global'],,,,,,,Calentamiento global,es,ES,59,,,,
6,7,Las causas del cambio climático,https://climate.nasa.gov/causas/,https://climate.nasa.gov › causas,24 sept 2019,"Los científicos atribuyen la tendencia al calentamiento global observada desde mediados del siglo XX a la extensión humana del “efecto invernadero”, ...",['calentamiento global'],,,,,,,Calentamiento global,es,ES,59,,,,
7,8,Calentamiento global | ONG Manos Unidas,https://www.manosunidas.org/observatorio/cambio-climatico/calentamiento-global,https://www.manosunidas.org › cambio-climatico › cale...,,El calentamiento global se constituye por la absorción de la energía solar por parte de la tierra. La tierra al calentarse desprende calor a la atmósfera en ...,['calentamiento global'],,,,,,,Calentamiento global,es,ES,59,,,,
8,9,Calentamiento global en EL PAÍS,https://elpais.com/noticias/calentamiento-global/,https://elpais.com › noticias › calentamiento-global,,"Todas las noticias sobre Calentamiento global publicadas en EL PAÍS. Información, novedades y última hora sobre Calentamiento global.","['Calentamiento global', 'Calentamiento global']",,,,,,,Calentamiento global,es,ES,59,,,,
9,10,El calentamiento global en 2022: causas y consecuencias,https://climate.selectra.com/es/que-es/calentamiento-global,https://climate.selectra.com › Inicio › Que Es,25 mar 2022,"El calentamiento global (global warming, en inglés) es el mayor desafío medioambiental al que se enfrenta el planeta en la actualidad. Se ...",['calentamiento global'],,,,,,,Calentamiento global,es,ES,59,,,,
0,1,"¿Qué es la contaminación del suelo? Causas, efectos ...",https://www.iberdrola.com/sostenibilidad/contaminacion-del-suelo-causas-efectos-soluciones,https://www.iberdrola.com › sostenibilidad › contamina...,,"Entre las causas antropogénicas más habituales de la contaminación del suelo, la FAO destaca la industria, la minería, las actividades militares, la gestión de ...",['contaminación del suelo'],,,,,,,Contaminación del suelo,es,ES,65,,,https://serpapi.com/searches/627cffbc2c68781da48ec597/images/49fdb797fcdc8d4888a97a817e43e0eb3ec528d46357d9aa1880b21e5c2a4b33.jpeg,
1,2,"Contaminación del suelo: causas, consecuencias y soluciones",https://www.ecologiaverde.com/contaminacion-del-suelo-causas-consecuencias-y-soluciones-285.html,https://www.ecologiaverde.com › ... › Contaminación,,La contaminación del suelo supone la alteración de la superficie terrestre con sustancias químicas que resultan perjudiciales para la vida ...,['contaminación del suelo'],,,,,,"{'top': {'detected_extensions': {'sept': 2}, 'extensions': ['2 sept 2021', 'Subido por EcologíaVerde']}}",Contaminación del suelo,es,ES,65,,,,
2,3,"Contaminación del suelo - Wikipedia, la enciclopedia libre",https://es.wikipedia.org/wiki/Contaminaci%C3%B3n_del_suelo,https://es.wikipedia.org › wiki › Contaminación_del_su...,,"Se habla de contaminación del suelo cuando se introducen sustancias o elementos de tipo sólido, líquido o gaseoso que ocasionan que se afecte la biota edáfica, ...",['contaminación del suelo'],"{'inline': [{'title': 'Consecuencias', 'link': 'https://es.wikipedia.org/wiki/Contaminaci%C3%B3n_del_suelo#Consecuencias'}, {'title': 'Insecticidas', 'link': 'https://es.wikipedia.org/wiki/Contaminaci%C3%B3n_del_suelo#Insecticidas'}, {'title': 'Herbicidas', 'link': 'https://es.wikipedia.org/wiki/Contaminaci%C3%B3n_del_suelo#Herbicidas'}]}",,,,,,Contaminación del suelo,es,ES,65,,,https://serpapi.com/searches/627cffbc2c68781da48ec597/images/49fdb797fcdc8d4888a97a817e43e0eb85aa2c1709e8273c7aa00708cf4e452a.jpeg,
3,4,¿Cómo se produce la contaminación del suelo?,https://recicladoslatrinchera.com/contaminacion-del-suelo/,https://recicladoslatrinchera.com › contaminacion-del-s...,,"La contaminación del suelo es una alteración del suelo por la presencia de sustancias químicas producidas por el hombre. En otras palabras, es la degradación o ...",['contaminación del suelo'],,,,,,,Contaminación del suelo,es,ES,65,,,https://serpapi.com/searches/627cffbc2c68781da48ec597/images/49fdb797fcdc8d4888a97a817e43e0eb1c421a0372ceb03ed833692e338dd092.jpeg,
4,5,Contaminación del suelo: causas y soluciones - Envira ...,https://envira.es/es/contaminacion-del-suelo-causas-y-soluciones/,https://envira.es › contaminacion-del-suelo-causas-y-sol...,21 abr 2021,"Un suelo dejará de tener la condición de suelo contaminado cuando se realicen en él actuaciones de descontaminación que, en función de los ...","['suelo', 'suelo']",,,,,,,Contaminación del suelo,es,ES,65,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRWPp6U-iglkF-PaZiccggiurnvxQgiEwcck-2_tEpvld6fonFLmN9a&usqp=CAE&s,
5,6,Cinco datos sobre la contaminación del suelo que ...,https://blog.oxfamintermon.org/como-prevenir-la-contaminacion-del-suelo/,https://blog.oxfamintermon.org › como-prevenir-la-con...,,"La contaminación del suelo es un proceso mediante el cual se van acumulando sustancias tóxicas en la tierra que repercuten, directamente, en la vida animal ...",['contaminación del suelo'],,,,,,,Contaminación del suelo,es,ES,65,"[{'position': 1, 'title': 'Los riesgos de la contaminación del suelo', 'link': 'https://blog.oxfamintermon.org/los-riesgos-de-la-contaminacion-del-suelo/', 'displayed_link': 'https://blog.oxfamintermon.org › los-riesgos-de-la-cont...', 'thumbnail': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQCI0S1CirrjOcii-czMZ37CBYn8l4PgNjpqYs7jF6tOo7n1U-P1ty6&usqp=CAE&s', 'snippet': 'Empecemos por el comienzo: la contaminación del suelo es una realidad que consiste en la acumulación de sustancias y repercute negativamente en el ...', 'snippet_highlighted_words': ['contaminación del suelo']}]",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSkebRr5JoWTI3bHNzix9k9SfXKiVMXrCXF1cW8ANCGPf-7Ucc2Nl2C&usqp=CAE&s,
6,7,La contaminación de los suelos está ...,https://www.fao.org/fao-stories/article/es/c/1126977/,https://www.fao.org › fao-stories › article,2 may 2018,"La contaminación del suelo provoca una reacción en cadena. Altera la biodiversidad del suelo, reduciendo la materia orgánica que contiene y ...",['contaminación del suelo'],,,,,,,Contaminación del suelo,es,ES,65,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTXSoizcM1fzgJdv5b5XjeXIH8L65DFpzYgCKDEAiJinpI21UHpy09m&usqp=CAE&s,
0,1,"Gas de efecto invernadero - Wikipedia, la enciclopedia libre",https://es.wikipedia.org/wiki/Gas_de_efecto_invernadero,https://es.wikipedia.org › wiki › Gas_de_efecto_inverna...,,Un gas de efecto invernadero (GEI) es un gas atmosférico que absorbe y emite radiación dentro del rango infrarrojo. Este proceso es la fundamental causa del ...,,"{'inline': [{'title': 'Efecto invernadero', 'link': 'https://es.wikipedia.org/wiki/Gas_de_efecto_invernadero#Efecto_invernadero'}, {'title': 'Impactos sobre el efecto...', 'link': 'https://es.wikipedia.org/wiki/Gas_de_efecto_invernadero#Impactos_sobre_el_efecto_invernadero_en_general'}, {'title': 'Emisiones directas de gases...', 'link': 'https://es.wikipedia.org/wiki/Gas_de_efecto_invernadero#Emisiones_directas_de_gases_de_efecto_invernadero'}]}",,,,,,Gas de efecto invernadero,es,ES,66,,,,
1,2,Cuáles son los gases de efecto invernadero - Fundación Aquae,https://www.fundacionaquae.org/wiki/los-gases-de-efecto-invernadero/,https://www.fundacionaquae.org › wiki › los-gases-de-e...,,Los gases de efecto invernadero son aquellos gases que se acumulan en la atmósfera de la Tierra y que absorben la energía infrarroja del Sol. Esto crea el ...,,,,,,,,Gas de efecto invernadero,es,ES,66,,,,
2,3,Descripción general de los gases de efecto invernadero,https://espanol.epa.gov/la-energia-y-el-medioambiente/descripcion-general-de-los-gases-de-efecto-invernadero,https://espanol.epa.gov › la-energia-y-el-medioambiente,23 jun 2021,A los gases que atrapan el calor en la atmósfera se les llama gases de efecto invernadero. En esta sección se proporciona información sobre ...,,,,,,,,Gas de efecto invernadero,es,ES,66,,,,
3,4,Qué son los gases de efecto invernadero - Ecodes,https://ecodes.org/hacemos/cambio-climatico/que-son-los-gases-de-efecto-invernadero,https://ecodes.org › Qué hacemos › Cambio Climático,,"Si en un invernadero la cobertura plástica evita la pérdida del calor y conserva una temperatura estable, en la Tierra estos gases consiguen un efecto similar.",,,,,,,,Gas de efecto invernadero,es,ES,66,,,,
4,5,Inventario Nacional de Gases de Efecto Invernadero (GEI),https://www.miteco.gob.es/es/calidad-y-evaluacion-ambiental/temas/sistema-espanol-de-inventario-sei-/Inventario-GEI.aspx,https://www.miteco.gob.es › temas › Inventario-GEI,,"Los gases de efecto invernadero directo que se estiman en el Inventario son: dióxido de carbono (CO2), metano (CH4), óxido nitroso (N2O), hidrofluorocarburos ( ...",,,,,,,,Gas de efecto invernadero,es,ES,66,,,,
